STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
516,VGC,0.49,219691500,17372432,0.04,202319068,
517,VHC,1.00,183376956,48785102,0.27,134591854,
518,VHM,0.50,2177183744,1005527573,0.23,1171656171,
519,VIB,0.21,318394313,318095811,0.20,298502,
520,VIC,0.49,1895101095,517963136,0.13,1377137959,
521,VID,0.49,17400286,174972,0.00,17225314,
522,VIP,0.49,33550761,1451297,0.02,32099464,
523,VIS,1.00,73830393,54683454,0.74,19146939,
524,VIX,0.49,134551662,13745591,0.05,120806071,
525,VJC,0.30,162483400,91066172,0.17,71417228,
526,VJC11912,1.00,6000000,770001,0.13,5229999,
527,VMD,0.49,7565731,199581,0.01,7366150,
528,VND,1.00,434944687,77837700,0.18,357106987,
529,VNE,0.49,44312146,6124942,0.07,38187204,
530,VNG,0.49,47665537,452343,0.00,47213194,
531,VNL,0.49,4410000,64641,0.07,3763590,
532,VNM,1.00,2089955445,1137795504,0.54,952159941,
533,VNS,0.49,33251004,13415741,0.20,19835263,
534,VOS,0.49,68600000,1449950,0.01,67150050,
535,VPB,0.15,675853948,828050651,0.18,-152196703,
536,VPD,0.49,52228918,92954,0.00,52135964,
537,VPG,0.49,21128647,721263,0.02,20407384,
538,VPH,0.49,46725322,806658,0.01,45918664,
539,VPI,0.49,97999951,1008158,0.01,96991793,
540,VPS,0.49,11985788,163965,0.01,11821823,
541,VRC,0.49,24500000,209216,0.00,24290784,
542,VRE,0.49,1141121020,692411769,0.30,448709251,
543,VRE12007,1.00,20000000,0,0.00,20000000,
544,VSC,0.49,27010171,5265949,0.10,21744222,
545,VSH,0.49,115758210,27527441,0.12,88230769,
546,VSI,0.49,6468000,7396,0.01,6394040,
547,VTB,0.49,5871204,300935,0.03,5570269,
548,VTO,0.49,39134666,1944828,0.02,37189838,
549,YBM,0.49,7006941,25927,0.00,6981014,
550,YEG,1.00,31279968,8261491,0.26,23018477,
